Date,PC,PC_recal,Reff,Reff2,rien,rien,rien,rien,rien,Ei,Es,Ai,A,li,Ps,Ps_liss,P(tous),P(SPF)
14/07/2020,,,1.14031533378902,4.56126133515607,,,,,,875.083706452317,178183.934035335,340.441426508776,19823.1719145443,113.480475502925,154462.235933808,154433.837304316,173641.394636745,172377
15/07/2020,,,1.15069112174375,4.60276448697501,,,,,,671.294409632885,178855.228444967,314.625864476184,20137.7977790205,104.875288158728,154566.059862174,154563.07988621,174056.69035021,173304
16/07/2020,,,1.16101161995899,4.64404647983595,,,,,,469.27223385,179324.500678817,521.339199828726,20659.1369788492,173.779733276242,154679.540337677,154686.460742899,174510.612252222,173838
17/07/2020,,,1.17118979266348,4.68475917065391,,,,,,517.61410520662,179842.114784024,521.447741655596,21180.5847205048,173.815913885199,154784.415625836,154817.643704576,174930.113404857,174674
18/07/2020,,,1.18113860408597,4.72455441634389,,,,,,482.716251898264,180324.831035922,741.265751534927,21921.8504720398,247.088583844976,154958.195359112,154978.524465856,175625.232337962,174674
19/07/2020,,,1.19077101845523,4.76308407382092,,,,,,807.041158588363,181131.872194511,656.312779839231,22578.163251879,218.770926613077,155132.011272997,155164.607397031,176320.495993502,174674
20/07/2020,1.2,,1.2,4.8,,,,,,814.285696579275,181946.15789109,503.470807224665,23081.6340591037,167.823602408222,155379.099856842,155368.130363334,177308.850328882,176754
21/07/2020,,,1.20873851294904,4.83495405179616,,,,,,1167.38346003294,183113.541351123,351.954175387502,23433.5882344912,117.318058462501,155597.870783456,155561.136664042,178183.934035335,177338
22/07/2020,,,1.2168995215311,4.8675980861244,,,,,,1042.02431636579,184155.565667489,388.210578904967,23821.7988133961,129.403526301656,155765.694385864,155734.889920124,178855.228444967,178336
23/07/2020,,,1.22439598997494,4.89758395989975,,,,,,805.553291559464,184961.118959048,362.037188923699,24183.8360023198,120.679062974566,155883.012444326,155880.593748635,179324.500678817,179398
24/07/2020,,,1.2311408825093,4.92456353003721,,,,,,567.227422112126,185528.34638116,605.280868941278,24789.1168712611,201.760289647093,156012.415970628,156021.363266752,179842.114784024,180528
