Date,PC,PC_recal,Reff,Reff2,rien,rien,rien,rien,rien,Ei,Es,Ai,A,li,Ps,Ps_liss,P(tous),P(SPF)
08/01/2021,1.1,1.1,1.1,3.05555555555556,,,,,,18124.6615200223,2865835.90595154,9934.28229906598,1599168.78951457,5717.98806748565,1137160.53145254,1137108.8115995,2739053.37954835,2733698
09/01/2021,,,1.08977899293689,3.02716386926913,,,,,,17415.9727538895,2883251.87870543,10416.0017404588,1609584.79125503,5982.20868318373,1142629.00466678,1142773.6000919,2754243.58292123,2744619
10/01/2021,,,1.07966137566138,2.99905937683715,,,,,,16866.3625781437,2900118.24128357,13219.9685643492,1622804.75981938,7575.97818070041,1148346.99273426,1148742.42937794,2770126.88310869,2747192
11/01/2021,,,1.06962679425837,2.97118553960659,,,,,,17471.6302062062,2917589.87148978,12953.4384635927,1635758.19828297,7406.84531189399,1154329.20141745,1155139.67013005,2786744.12945087,2773266
12/01/2021,,,1.05965489481279,2.94348581892442,,,,,,18109.1259841619,2935698.99747394,12208.5454398006,1647966.74372277,6965.33790043915,1161905.17959815,1161985.22203318,2807788.51328615,2793590
13/01/2021,,,1.04972532340953,2.91590367613759,,,,,,22720.8084015432,2958419.80587549,11462.4133944899,1659429.15711726,6524.87814720808,1169312.02491004,1169004.18654402,2828363.08359697,2813425
14/01/2021,,,1.03981772613352,2.8883825725931,,,,,,22007.1116848023,2980426.91756029,11039.5170250036,1670468.67414226,6269.75019140018,1176277.36281048,1175957.61359568,2847711.24443152,2833381
15/01/2021,,,1.02991174906964,2.8608659696379,,,,,,20502.3733339594,3000929.29089425,10716.0960290591,1681184.77017132,6071.89052813178,1182802.24095769,1182583.48849171,2865835.90595154,2854282
16/01/2021,,,1.01998703830283,2.83329732861897,,,,,,19025.9161757939,3019955.20707004,11127.0652018146,1692311.83537314,6289.78687423429,1189071.99114909,1188967.74251607,2883251.87870543,2866101
17/01/2021,,,1.01002323991798,2.80562011088327,,,,,,18109.4371873525,3038064.64425739,11561.0868971143,1703872.92227025,6519.28535429819,1195143.88167722,1195257.34968124,2900118.24128357,2868942
18/01/2021,1,1,1,2.77777777777778,,,,,,17370.8649832989,3055435.50924069,14541.3173769876,1718414.23964724,8179.49102455554,1201433.66855145,1201816.71807954,2917589.87148978,2898063
19/01/2021,,,0.989896964633807,2.74971379064946,,,,,,17820.8363483507,3073256.34558904,14120.4887340653,1732534.7283813,7922.56020652888,1207952.95390575,1208779.13783546,2935698.99747394,2920773
20/01/2021,,,0.979693779904306,2.72137161084529,,,,,,18290.6380986058,3091546.98368765,13189.5117231453,1745724.24010445,7380.85440022538,1216132.44493031,1216163.76521615,2958419.80587549,2942270
21/01/2021,,,0.969370091896408,2.69269469971224,,,,,,22720.8084015432,3114267.79208919,12272.7745174078,1757997.01462186,6849.32982328579,1224055.00513684,1223671.51574869,2980426.91756029,2964140
22/01/2021,,,0.95890554669502,2.66362651859728,,,,,,21784.7730571431,3136052.56514634,11714.2142691748,1769711.22889103,6519.39738744697,1231435.85953706,1231045.57749971,3000929.29089425,2986963
23/01/2021,,,0.948279790385053,2.63411052884737,,,,,,20086.0476285559,3156138.61277489,11268.9417239084,1780980.17061494,6253.51139398757,1238285.18936035,1238006.30734666,3019955.20707004,2999775
24/01/2021,,,0.937472469051416,2.60409019180949,,,,,,18443.1541117426,3174581.76688663,11595.5135020863,1792575.68411703,6415.50108540623,1244804.5867478,1244647.65193043,3038064.64425739,3002530
25/01/2021,,,0.926463228779018,2.57350896883061,,,,,,17365.2397664776,3191947.00665311,11938.2955461704,1804513.9796632,6584.62971549813,1251058.09814178,1251125.27050701,3055435.50924069,3032380
26/01/2021,,,0.915231715652768,2.54231032125769,,,,,,16472.4402051697,3208419.44685828,14878.019685571,1819391.99934877,8179.49102455554,1257473.59922719,1257809.14225659,3073256.34558904,3054586
27/01/2021,,,0.903757575757576,2.51043771043771,,,,,,16706.5434520495,3225125.99031033,14313.4373704637,1833705.43671923,7842.51830057155,1264058.22894269,1264831.68186952,3091546.98368765,3075714
28/01/2021,,,0.89202045517835,2.47783459771764,,,,,,16945.603629263,3242071.59393959,13244.0987414565,1846949.53546069,7230.97714628013,1272237.71996724,1272209.70791307,3114267.79208919,3098104
29/01/2021,0.88,0.88,0.88,2.44444444444444,,,,,,20794.8044543622,3262866.39839396,12206.014721226,1859155.55018191,6639.5354802273,1280080.23826781,1279641.83706352,3136052.56514634,3121164
30/01/2021,0.9,0.9,0.9,2.36842105263158,,,,,,19688.1536865527,3282554.55208051,11065.5166734166,1870221.06685533,6598.79111126149,1287311.21541409,1286922.31093489,3156138.61277489,3134051
31/01/2021,,,0.913745190562613,2.40459260674372,,,,,,17917.1653483585,3300471.71742887,10453.9300256905,1880674.99688102,6259.52727796454,1293950.75089432,1293797.42078136,3174581.76688663,3137196
01/02/2021,,,0.927565698729583,2.44096236507785,,,,,,16229.9756183334,3316701.6930472,10560.2740495319,1891235.27093055,6348.48651177885,1300549.54200558,1300386.79792677,3191947.00665311,3167234
02/02/2021,,,0.941385117967332,2.47732925780877,,,,,,15628.7157898299,3332330.40883703,10669.8162517165,1901905.08718227,6439.32937911999,1306809.06928355,1306818.06019103,3208419.44685828,3189990
03/02/2021,,,0.955127041742287,2.51349221511128,,,,,,15051.6130143042,3347382.02185134,13044.2081260497,1914949.29530832,7902.02569265757,1313157.55579533,1313424.64230719,3225125.99031033,3210708
04/02/2021,,,0.968715063520871,2.54925016716019,,,,,,15496.4166504565,3362878.43850179,12305.2096618708,1927254.50497019,7481.49840089006,1319596.88517445,1320281.1355563,3242071.59393959,3231421
05/02/2021,,,0.98207277676951,2.58440204413029,,,,,,15952.3390715615,3378830.77757335,11159.3381260435,1938413.84309623,6808.52283237621,1327498.9108671,1327401.46447051,3262866.39839396,3252889
06/02/2021,,,0.995123774954628,2.61874677619639,,,,,,19861.6800621041,3398692.45763546,10074.9118495353,1948488.75494577,6167.39073496675,1334980.40926799,1334492.25585671,3282554.55208051,3264989
07/02/2021,,,1.00779165154265,2.65208329353329,,,,,,19072.2110490777,3417764.66868454,9671.07482559504,1958159.82977136,5938.91200013534,1341788.93210037,1341339.58686547,3300471.71742887,3267600
08/02/2021,1.02,1.02,1.02,2.68421052631579,,,,,,17595.9603255008,3435360.62901004,9286.25497049172,1967446.08474185,5719.61294543555,1347956.32283534,1347719.16473191,3316701.6930472,3293285
09/02/2021,,,1.0316724137931,2.71492740471869,,,,,,16150.8346047377,3451511.46361477,9534.03846007178,1976980.12320193,5888.63832717342,1353895.23483547,1353777.09197197,3332330.40883703,3313090
10/02/2021,,,1.04273248638838,2.7440328589168,,,,,,15750.4892973233,3467261.9529121,9789.11945758359,1986769.24265951,6061.8888471934,1359614.84778091,1359692.78210968,3347382.02185134,3331354
11/02/2021,,,1.05310381125227,2.77132581908492,,,,,,15352.6452745902,3482614.59818669,12159.0021557729,1998928.24481528,7547.43842359953,1365503.48610808,1365826.47921925,3362878.43850179,3348845
12/02/2021,,,1.06270998185118,2.79660521539784,,,,,,15987.22557092,3498601.82375761,11650.327404406,2010578.57221969,7247.44019864948,1371565.37495528,1372290.04292849,3378830.77757335,3367382
13/02/2021,,,1.07147459165154,2.81966997803038,,,,,,16634.0221838,3515235.84594141,10727.5611461959,2021306.13336588,6686.46492369035,1379112.81337887,1379094.89630946,3398692.45763546,3378137
14/02/2021,,,1.07932123411978,2.84031903715732,,,,,,20916.410971275,3536152.25691268,9846.52514437224,2031152.65851026,6137.31714980037,1386360.25357752,1385958.45936878,3417764.66868454,3380727
15/02/2021,,,1.08617350272232,2.85835132295348,,,,,,20268.2290578271,3556420.48597051,9585.88599305038,2040738.54450331,5985.18593298289,1393046.71850121,1392670.2722583,3435360.62901004,3405696
16/02/2021,,,1.09195499092559,2.87356576559366,,,,,,18853.6244044829,3575274.11037499,9329.84551901857,2050068.39002233,5834.00520434429,1399184.03565101,1399007.92311367,3451511.46361477,3425435
17/02/2021,,,1.09658929219601,2.88576129525265,,,,,,17431.9387376501,3592706.04911264,9703.40247701799,2059771.79249934,6075.14571694957,1405169.221584,1405106.34683336,3467261.9529121,3445119
18/02/2021,1.1,1.1,1.1,2.89473684210526,,,,,,17107.7641296642,3609813.81324231,10085.9954152401,2069857.78791458,6320.92842984404,1411003.22678834,1411137.31161382,3482614.59818669,3465619
19/02/2021,,,1.10211070780399,2.9002913363263,,,,,,16764.397631499,3626578.21087381,12673.4435566862,2082531.23147127,7948.23616908453,1417078.37250529,1417468.18504057,3498601.82375761,3487885
20/02/2021,,,1.10284500907441,2.90222370809055,,,,,,17531.420372993,3644109.6312468,12275.234615765,2094806.46608703,7701.92704197427,1423399.30093514,1424212.87960273,3515235.84594141,3500415
21/02/2021,,,1.10212649727768,2.90033288757283,,,,,,18297.4244021801,3662407.05564898,11416.7290712729,2106223.19515831,7164.37727370354,1431347.53710422,1431380.0622508,3536152.25691268,3503446
22/02/2021,,,1.09987876588022,2.89441780494794,,,,,,23052.2005002712,3685459.25614925,10557.4308108553,2116780.62596916,6624.13672030698,1439049.46414619,1438668.32502199,3556420.48597051,3532599
23/02/2021,,,1.09602540834846,2.88427739039068,,,,,,22352.7152592015,3707811.97140845,10366.0155239923,2127146.64149316,6500.95036927243,1446213.8414199,1445849.33026901,3575274.11037499,3554780
24/02/2021,,,1.09049001814882,2.86971057407584,,,,,,20779.0790259018,3728591.05043435,10166.2673386102,2137312.90883177,6370.47109996961,1452837.97814021,1452680.56784716,3592706.04911264,3575828
25/02/2021,,,1.08319618874773,2.85051628617824,,,,,,19173.019265666,3747764.06970002,10643.9903738435,2147956.89920561,6661.93974173725,1459338.92850948,1459297.72920207,3609813.81324231,3596853
26/02/2021,,,1.07406751361162,2.82649345687267,,,,,,18750.5441661444,3766514.61386616,11126.5729906879,2159083.4721963,6953.02127282845,1465709.39960945,1465878.07711059,3626578.21087381,3618459
27/02/2021,,,1.0630275862069,2.79744101633394,,,,,,18281.4082774273,3784796.02214359,14045.9645553413,2173129.43675164,8759.83619010309,1472371.33935118,1472816.63491088,3644109.6312468,3631075
28/02/2021,1.05,1.05,1.05,2.76315789473684,,,,,,18989.9677313601,3803785.98987495,13653.2609067967,2186782.69765844,8494.03179849652,1479324.36062401,1480231.37910258,3662407.05564898,3634022
01/03/2021,1.06,1.06,1.06,2.78947368421053,,,,,,19652.6691331461,3823438.6590081,12729.6596032489,2199512.35726168,7896.05002984271,1488084.19681412,1488123.98506812,3685459.25614925,3661444
02/03/2021,,,1.11283390293917,2.92851027089254,,,,,,24505.1250545608,3847943.78406266,11719.0558322878,2211231.41309397,7285.74732095313,1496578.22861261,1496154.07957107,3707811.97140845,3682595
03/03/2021,,,1.15832854864434,3.04823302274826,,,,,,23470.3510221614,3871414.13508482,11330.6545497392,2222562.06764371,7125.20678313489,1504474.27864246,1504060.76695851,3728591.05043435,3703048
04/03/2021,,,1.19682570061517,3.14954131740835,,,,,,22025.823767456,3893439.95885228,10947.1541190317,2233509.22176274,6946.93514542238,1511760.02596341,1511567.10221641,3747764.06970002,3723543
05/03/2021,,,1.22866712235133,3.23333453250351,,,,,,21336.3858605391,3914776.34471281,11289.7114914659,2244798.93325421,7216.18773791675,1518885.23274654,1518811.62722121,3766514.61386616,3745455
06/03/2021,,,1.25419457735247,3.3005120456644,,,,,,21719.2906102617,3936495.63532308,11617.7336205036,2256416.66687471,7468.01427059559,1525832.16789197,1525977.30203035,3784796.02214359,3759152
07/03/2021,,,1.27374982911825,3.35197323452171,,,,,,21879.659269864,3958375.29459294,14423.3561258119,2270840.02300052,9311.94752073303,1533048.35562988,1533476.15258803,3803785.98987495,3762298
08/03/2021,,,1.28767464114833,3.38861747670612,,,,,,23332.3490060346,3981707.64359897,13769.7720252921,2284609.79502582,8918.73338842139,1540516.36990048,1541418.13829703,3823438.6590081,3791625
09/03/2021,,,1.29631077694236,3.4113441498483,,,,,,24648.2710572944,4006355.91465627,12893.3009909835,2297503.0960168,8369.81303163337,1549828.31742121,1549816.71219696,3847943.78406266,3815266
10/03/2021,1.3,1.3,1.3,3.42105263157895,,,,,,31213.3988507679,4037569.31350704,12472.6130642132,2309975.70908101,8107.82662700484,1558747.05080963,1558378.99055453,3871414.13508482,3839070
11/03/2021,,,1.29908407382092,3.41864229952873,,,,,,30222.1758300871,4067791.48933712,12689.0778603798,2322664.78694139,8253.33043189946,1567116.86384127,1566928.23970297,3893439.95885228,3863691
12/03/2021,,,1.29390476190476,3.40501253132832,,,,,,28552.3127207865,4096343.80205791,12784.6094638049,2335449.3964052,8314.27052254822,1575224.69046827,1575268.72146872,3914776.34471281,3890137
13/03/2021,,,1.2848038277512,3.38106270460841,,,,,,27737.3016187008,4124081.10367661,13644.5811518809,2349093.97755708,8866.29262229309,1583478.02090017,1583608.1375033,3936495.63532308,3907163
14/03/2021,,,1.27212303485988,3.34769219699968,,,,,,28215.1845264792,4152296.28820309,14435.0377537459,2363529.01531082,9366.3430017718,1591792.29142272,1592148.44396832,3958375.29459294,3911407
15/03/2021,,,1.25620414673046,3.3058003861328,,,,,,28310.1953181303,4180606.48352122,18317.3821178385,2381846.39742866,11861.0915632918,1600658.58404501,1601343.86218636,3981707.64359897,3950186
16/03/2021,,,1.23738892686261,3.25628664963845,,,,,,29977.4913133799,4210583.9748346,17782.3531479783,2399628.75057664,11484.4268154331,1610024.92704678,1611289.92784635,4006355.91465627,3980944
17/03/2021,,,1.21601913875598,3.20005036514732,,,,,,31355.633381454,4241939.60821606,16853.3957041396,2416482.14628078,10849.878833899,1621886.01861007,1621963.42917614,4037569.31350704,4011383
18/03/2021,,,1.19243654591023,3.13799091029008,,,,,,39210.4010698865,4281150.00928594,16433.3831516281,2432915.52943241,10540.1746151063,1633370.44542551,1632955.11872522,4067791.48933712,4042588
19/03/2021,,,1.16698291182502,3.07100766269741,,,,,,37396.5857178447,4318546.59500379,16787.6384353408,2449703.16786775,10721.7701200621,1644220.32425941,1644000.76465336,4096343.80205791,4075788
20/03/2021,1.14,1.14,1.14,3,,,,,,34720.1587242226,4353266.75372801,16924.4332215046,2466627.60108926,10757.8742208895,1654760.49887451,1654812.21089585,4124081.10367661,4096520
21/03/2021,,,1.11182957393484,2.92586729982852,,,,,,33074.9721350739,4386341.72586308,18015.420437541,2484643.0215268,11391.4466990845,1665482.26899458,1665616.77361401,4152296.28820309,4101528
22/03/2021,,,1.08281339712919,2.84950893981365,,,,,,32926.638196391,4419268.36405947,18951.653834346,2503594.67536114,11915.1406849526,1676240.14321547,1676636.9006098,4180606.48352122,4148467
23/03/2021,,,1.05329323308271,2.77182429758607,,,,,,32273.6226626685,4451541.98672214,23845.6338473872,2527440.30920853,14899.9524065567,1687631.58991455,1688410.34893603,4210583.9748346,4186555
24/03/2021,,,1.02361084529506,2.69371275077646,,,,,,33329.8613945908,4484871.84811673,22892.6004589446,2550332.90966747,14210.702572781,1699546.7305995,1701015.48562489,4241939.60821606,4223691
25/03/2021,,,0.994107997265892,2.61607367701551,,,,,,33952.2999009098,4518824.14801764,21402.3646070911,2571735.27427456,13193.6603152045,1714446.68300606,1714383.1680126,4281150.00928594,4261918
26/03/2021,,,0.965126452494874,2.53980645393388,,,,,,41300.0501133699,4560124.19813101,20536.8678158602,2592272.14209042,12568.4894113279,1728657.38557884,1727961.09005896,4318546.59500379,4301850
27/03/2021,,,0.937007974481659,2.46581045916226,,,,,,38279.5507177921,4598403.7488488,20598.9284549752,2612871.0705454,12512.1225146286,1741851.04589404,1741385.11627721,4353266.75372801,4326980
28/03/2021,,,0.910094326725906,2.39498507033133,,,,,,34515.5874540906,4632919.3363029,20345.9420507217,2633217.01259612,12263.9766118139,1754419.53530537,1754266.59231321,4386341.72586308,4332102
29/03/2021,,,0.884727272727273,2.32822966507177,,,,,,31921.5305230903,4664840.86682599,21174.8614526328,2654391.87404875,12665.3473299445,1766931.65782,1766856.8711288,4419268.36405947,4385232
30/03/2021,,,0.861248575985418,2.26644362101426,,,,,,30852.5225628908,4695693.38938888,21736.1005195881,2676127.97456834,12901.8739623458,1779195.63443182,1779394.65989511,4451541.98672214,4428786
31/03/2021,0.84,0.84,0.84,2.21052631578947,,,,,,29372.0408881869,4725065.43027706,26637.3457724062,2702765.32034075,15694.0190430805,1791860.98176176,1792435.46162065,4484871.84811673,4468415
01/04/2021,0.83,0.83,0.83,2.18421052631579,,,,,,29487.8373720142,4754553.26764908,24863.4796090804,2727628.79994983,14546.2292727611,1804762.85572411,1806028.7478162,4518824.14801764,4507921
02/04/2021,,,0.829309618874773,2.18239373388098,,,,,,29241.3699410885,4783794.63759017,22495.4301605909,2750124.23011042,13115.9232325545,1820456.87476719,1820077.52831639,4560124.19813101,4546614
03/04/2021,,,0.828468602540835,2.1801805330022,,,,,,34692.0420952305,4818486.6796854,20809.723972063,2770933.95408248,12130.1815987744,1835003.10403995,1833983.16081926,4598403.7488488,4570934
04/04/2021,,,0.827496430732002,2.17762218613685,,,,,,31772.0270957678,4850258.70678116,20118.6888115736,2791052.64289406,11723.9585738987,1848119.0272725,1847363.7951606,4632919.3363029,4575866
05/04/2021,,,0.826412583182093,2.17476995574235,,,,,,28624.1086767909,4878882.81545796,19159.73433003,2810212.37722409,11161.3755375109,1860249.20887128,1859824.90812024,4664840.86682599,4584468
06/04/2021,,,0.825236539624924,2.17167510427612,,,,,,26445.9857834295,4905328.80124139,19242.5137865563,2829454.89101064,11205.3782013654,1871973.16744517,1871640.13016112,4695693.38938888,4638311
07/04/2021,,,0.823987779794314,2.16838889419556,,,,,,25530.3522998711,4930859.15354126,19089.4954518423,2848544.38646249,11111.7205776136,1883134.54298269,1883062.79564888,4725065.43027706,4677421
08/04/2021,,,0.822685783424078,2.1649625879581,,,,,,24273.4241837363,4955132.57772499,22657.7052449988,2871202.09170748,13182.9759961877,1894339.92118405,1894595.27209824,4754553.26764908,4714428
09/04/2021,,,0.821350030248034,2.16144744802114,,,,,,24334.4408739036,4979467.0185989,20760.0741619812,2891962.16586947,12073.3702963917,1905451.64176166,1906315.37471045,4783794.63759017,4752395
10/04/2021,0.82,0.82,0.82,2.15789473684211,,,,,,24094.5314959016,5003561.5500948,18711.9718806749,2910674.13775014,10877.1612971807,1918634.61775785,1918204.82153929,4818486.6796854,4776456
11/04/2021,,,0.818655172413793,2.1543557168784,,,,,,28540.6498296961,5032102.19992449,17296.3197264066,2927970.45747655,10049.4745977033,1930707.98805424,1929833.1274976,4850258.70678116,4781464
12/04/2021,,,0.81733502722323,2.15088165058745,,,,,,26095.9554161501,5058198.15534064,16705.4006686847,2944675.85814523,9701.53387395095,1941585.14935142,1940950.71318412,4878882.81545796,4827753
13/04/2021,,,0.81605904416213,2.14752380042666,,,,,,23471.7691149688,5081669.92445561,15890.3717941102,2960566.22993934,9223.90118981989,1951634.62394913,1951274.17938959,4905328.80124139,4862096
14/04/2021,,,0.814846702964307,2.14433342885344,,,,,,21650.1430511864,5103320.0675068,15937.5314675975,2976503.76140694,9247.08753208322,1961336.15782308,1961050.94799794,4930859.15354126,4893830
15/04/2021,,,0.813717483363581,2.14136179832521,,,,,,20866.8511920337,5124186.91869883,15787.2147918222,2992290.97619876,9155.92196844267,1970560.0590129,1970490.39529149,4955132.57772499,4925262
16/04/2021,,,0.812690865093769,2.13866017129939,,,,,,19808.547337922,5143995.46603676,18707.933662447,3010998.90986121,10845.4469352845,1979807.14654498,1980006.23680732,4979467.0185989,4957541
17/04/2021,,,0.811786327888687,2.13627981023339,,,,,,19828.8389145799,5163824.30495134,17111.7554259794,3028110.66528719,9916.46305813715,1988963.06851342,1989662.09536245,5003561.5500948,4977941
18/04/2021,,,0.811023351482154,2.13427197758461,,,,,,19606.1415316697,5183430.44648301,15396.0004853867,3043506.66577258,8919.27226368798,1999808.51544871,1999442.92839191,5032102.19992449,4982538
19/04/2021,,,0.810421415607986,2.13268793581049,,,,,,23194.7254004339,5206625.17188344,14205.0175687175,3057711.68334129,8227.0543594509,2009724.97850685,2008994.78285514,5058198.15534064,5023904
20/04/2021,0.81,0.81,0.81,2.13157894736842,,,,,,21184.3398200237,5227809.51170346,13694.048866814,3071405.73220811,7929.40345297286,2018644.25077053,2018113.16443257,5081669.92445561,5054659
21/04/2021,,,0.809778584392014,2.13099627471583,,,,,,19036.1528528369,5246845.6645563,13001.4990027239,3084407.23121083,7527.24798841046,2026871.30512999,2026566.14062406,5103320.0675068,5083861
22/04/2021,,,0.809776648517846,2.13099118031012,,,,,,17545.739579658,5264391.40413596,13015.8550366489,3097423.08624748,7534.95878754029,2034800.70858296,2034558.21083534,5124186.91869883,5111875
23/04/2021,,,0.810013672111313,2.13161492660872,,,,,,16902.1494655474,5281293.55360151,12869.6831418005,3110292.76938928,7450.33378203442,2042327.95657137,2042262.27190378,5143995.46603676,5140238
24/04/2021,,,0.810509134906231,2.13291877606903,,,,,,16040.5374221649,5297334.09102367,15223.9692302989,3125516.73861958,8813.99565216487,2049862.91535891,2050016.51323748,5163824.30495134,5157743
25/04/2021,,,0.811282516636419,2.13495399114847,,,,,,16056.9307202486,5313391.02174392,13901.9649803363,3139418.70359992,8050.04913160898,2057313.24914094,2057873.85557229,5183430.44648301,5161367
26/04/2021,,,0.812353297035693,2.13777183430445,,,,,,15881.2426980018,5329272.26444192,12488.7730863299,3151907.47668625,7233.73808407806,2066127.24479311,2065823.46450749,5206625.17188344,5195581
27/04/2021,,,0.813740955837871,2.1414235679944,,,,,,18799.5368186933,5348071.80126061,11506.5606163133,3163414.03730256,6667.38104027005,2074177.29392472,2073579.09503461,5227809.51170346,5220393
28/04/2021,,,0.815464972776769,2.14596045467571,,,,,,17186.4845224699,5365258.28578308,11078.9923245519,3174493.02962711,6422.81679690819,2081411.0320088,2080976.29987391,5246845.6645563,5242508
29/04/2021,,,0.817544827586207,2.15143375680581,,,,,,15464.0815328775,5380722.36731596,10507.7647945726,3185000.79442168,6095.40422042281,2088078.41304907,2087828.44955306,5264391.40413596,5263811
30/04/2021,0.82,0.82,0.82,2.15789473684211,,,,,,14277.6868964333,5395000.0542124,10510.7392002345,3195511.53362192,6101.63367369434,2094501.22984597,2094303.47573057,5281293.55360151,5286481
